"REGIAO","ANO","INDICADOR_329","INDICADOR_62","INDICADOR_199","INDICADOR_200","INDICADOR_333","INDICADOR_181","INDICADOR_182","INDICADOR_188","INDICADOR_189","INDICADOR_289","INDICADOR_290","INDICADOR_202","INDICADOR_184","INDICADOR_7","INDICADOR_201"
"Mata Paraibana",2010,32.6256808231201,70.9467890373662,NA,NA,92.4011667120629,6.75,33.05,70.9467890373662,59.7,60.4414820300767,NA,33.3333333333333,19.2850274725275,2203.78552799156,NA
"Mata Paraibana",2011,NA,72.0968884274691,3.6,2.95,NA,6,28.2,72.0968884274691,65.6,71.453344770976,16.7271352985639,30.6471306471306,19.0144654088051,2452.80355978695,0.598738
"Sertão Paraibano",2000,39.4043426084515,NA,NA,NA,82.4313062416987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sertão Paraibano",2007,NA,64.5833609610243,3.1,2.8,NA,8.7,14.65,64.5833609610243,82.55,40.7407407407407,NA,37.1527777777778,18.1052631578947,1878.5818344537,NA
"Sertão Paraibano",2008,NA,63.5718268053286,NA,NA,NA,7.9,12.6,63.5718268053286,87.4,39.2045454545455,NA,41.6666666666667,16.125,2139.4840093189,NA
"Sertão Paraibano",2009,NA,69.0582973192489,3.4,3,NA,7.1,14.3,69.0582973192489,82.6,42.6470588235294,NA,41.358024691358,16.3818181818182,2130.83461092525,0.704456
"Sertão Paraibano",2010,31.7887100986121,67.7750730977906,NA,NA,91.1713038393143,6.6,19.1,67.7750730977906,72.7,46.8085106382979,NA,40.3508771929825,16.2058823529412,2423.49218445091,NA
"Sertão Paraibano",2011,NA,67.2065572981104,3.7,3.2,NA,5.8,10.5,67.2065572981104,87.4,55.6701030927835,15.9574468085106,36.8686868686869,15.6623376623377,2697.45581308411,0.588962
"Paraíba",2000,40.1360566958862,NA,NA,NA,83.4964882649595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraíba",2007,NA,67.7999220883245,3.1,2.8,NA,8.9,15.4,67.7999220883245,79.7,52.2875816993464,NA,36.1111111111111,19.2737430167598,1719.17790770016,NA
"Paraíba",2008,NA,66.1450926579833,NA,NA,NA,8.1,14.1,66.1450926579833,83.6,50.6493506493506,NA,40.2777777777778,17.6285714285714,1959.28542037654,NA
"Paraíba",2009,NA,70.5958212694819,3.5,3,NA,6.9,14.3,70.5958212694819,80.3,52.7777777777778,NA,38.8888888888889,17.8348623853211,2092.01847010296,0.7157615
"Paraíba",2010,31.3097548460227,69.9591752515644,NA,NA,92.2030635524561,6.4,14.9,69.9591752515644,80.9,54.8387096774194,NA,38.0952380952381,17.1076923076923,2356.8341951276,NA
"Paraíba",2011,NA,68.9001648189127,3.8,3.1,NA,5.7,11.1,68.9001648189127,82,62.7565982404692,17.3913043478261,35.1010101010101,16.6961130742049,2674.94922515953,0.5969005
"Brejo Paraibano",2012,NA,76.5821927077569,NA,NA,NA,NA,NA,76.5821927077569,NA,NA,NA,NA,NA,NA,NA
"Cajazeiras",2012,NA,63.4547846190046,NA,NA,NA,NA,NA,63.4547846190046,NA,NA,NA,NA,NA,NA,NA
"Campina Grande",2012,NA,75.668571816418,NA,NA,NA,NA,NA,75.668571816418,NA,NA,NA,NA,NA,NA,NA
"Cariri Ocidental",2012,NA,70.0376451376007,NA,NA,NA,NA,NA,70.0376451376007,NA,NA,NA,NA,NA,NA,NA
"Cariri Oriental",2012,NA,58.39319019856,NA,NA,NA,NA,NA,58.39319019856,NA,NA,NA,NA,NA,NA,NA
"Catolé do Rocha",2012,NA,68.6539715345777,NA,NA,NA,NA,NA,68.6539715345777,NA,NA,NA,NA,NA,NA,NA
"Curimataú Ocidental",2012,NA,68.2352878362484,NA,NA,NA,NA,NA,68.2352878362484,NA,NA,NA,NA,NA,NA,NA
"Curimataú Oriental",2012,NA,71.1287261204775,NA,NA,NA,NA,NA,71.1287261204775,NA,NA,NA,NA,NA,NA,NA
"Esperança",2012,NA,75.640186480462,NA,NA,NA,NA,NA,75.640186480462,NA,NA,NA,NA,NA,NA,NA
"Guarabira",2012,NA,74.4321639305357,NA,NA,NA,NA,NA,74.4321639305357,NA,NA,NA,NA,NA,NA,NA
"Itabaiana",2012,NA,68.3884515775755,NA,NA,NA,NA,NA,68.3884515775755,NA,NA,NA,NA,NA,NA,NA
"Itaporanga",2012,NA,68.5883822619023,NA,NA,NA,NA,NA,68.5883822619023,NA,NA,NA,NA,NA,NA,NA
"João Pessoa",2012,NA,76.8425346234002,NA,NA,NA,NA,NA,76.8425346234002,NA,NA,NA,NA,NA,NA,NA
"Litoral Norte",2012,NA,74.2635139550863,NA,NA,NA,NA,NA,74.2635139550863,NA,NA,NA,NA,NA,NA,NA
"Litoral Sul",2012,NA,67.3916641773877,NA,NA,NA,NA,NA,67.3916641773877,NA,NA,NA,NA,NA,NA,NA
"Patos",2012,NA,63.3148445382159,NA,NA,NA,NA,NA,63.3148445382159,NA,NA,NA,NA,NA,NA,NA
"Piancó",2012,NA,73.4689077534188,NA,NA,NA,NA,NA,73.4689077534188,NA,NA,NA,NA,NA,NA,NA
"Sapé",2012,NA,66.8969006553607,NA,NA,NA,NA,NA,66.8969006553607,NA,NA,NA,NA,NA,NA,NA
"Seridó Ocidental Paraibano",2012,NA,71.3039719282937,NA,NA,NA,NA,NA,71.3039719282937,NA,NA,NA,NA,NA,NA,NA
"Seridó Oriental Paraibano",2012,NA,69.625873370519,NA,NA,NA,NA,NA,69.625873370519,NA,NA,NA,NA,NA,NA,NA
"Serra do Teixeira",2012,NA,67.7549213605997,NA,NA,NA,NA,NA,67.7549213605997,NA,NA,NA,NA,NA,NA,NA
"Sousa",2012,NA,70.6816556087624,NA,NA,NA,NA,NA,70.6816556087624,NA,NA,NA,NA,NA,NA,NA
"Umbuzeiro",2012,NA,70.5805286355087,NA,NA,NA,NA,NA,70.5805286355087,NA,NA,NA,NA,NA,NA,NA
"Agreste Paraibano",2012,NA,72.6115223921383,NA,NA,NA,NA,NA,72.6115223921383,NA,NA,NA,NA,NA,NA,NA
"Borborema",2012,NA,67.6198903181351,NA,NA,NA,NA,NA,67.6198903181351,NA,NA,NA,NA,NA,NA,NA
"Mata Paraibana",2012,NA,70.9467890373662,NA,NA,NA,NA,NA,70.9467890373662,NA,NA,NA,NA,NA,NA,NA
"Sertão Paraibano",2012,NA,67.7750730977906,NA,NA,NA,NA,NA,67.7750730977906,NA,NA,NA,NA,NA,NA,NA
"Paraíba",2012,NA,69.9591752515644,NA,NA,NA,NA,NA,69.9591752515644,NA,NA,NA,NA,NA,NA,NA
